Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Symptom_1_cat,Symptom_2_cat,Symptom_3_cat,Symptom_4_cat,Symptom_5_cat,Symptom_6_cat,Symptom_7_cat,Symptom_8_cat,Symptom_9_cat,Symptom_10_cat,Symptom_11_cat,Symptom_12_cat,Symptom_13_cat,Symptom_14_cat,Symptom_15_cat,Symptom_16_cat,Symptom_17_cat
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,None,None,None,None,None,None,None,None,None,None,None,None,None,1,8,36,59,74,74,74,74,74,74,74,74,74,74,74,74,74
Paralysis (brain hemorrhage),headache,weakness_of_one_body_side,altered_sensorium,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8,36,59,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Paralysis (brain hemorrhage),vomiting,weakness_of_one_body_side,altered_sensorium,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,36,59,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Paralysis (brain hemorrhage),vomiting,headache,altered_sensorium,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,8,59,74,74,74,74,74,74,74,74,74,74,74,74,74,74
Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain,None,None,None,None,None,None,None,None,None,3,1,2,29,34,19,66,54,74,74,74,74,74,74,74,74,74
Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain,None,None,None,None,None,None,None,None,None,3,1,2,29,34,19,66,54,74,74,74,74,74,74,74,74,74
Jaundice,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain,None,None,None,None,None,None,None,None,None,None,1,2,29,34,19,66,54,74,74,74,74,74,74,74,74,74,74
Jaundice,itching,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain,None,None,None,None,None,None,None,None,None,None,3,2,29,34,19,66,54,74,74,74,74,74,74,74,74,74,74
Jaundice,itching,vomiting,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain,None,None,None,None,None,None,None,None,None,None,3,1,29,34,19,66,54,74,74,74,74,74,74,74,74,74,74
Jaundice,itching,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,abdominal_pain,None,None,None,None,None,None,None,None,None,None,3,1,2,34,19,66,54,74,74,74,74,74,74,74,74,74,74
Jaundice,itching,vomiting,fatigue,weight_loss,yellowish_skin,dark_urine,abdominal_pain,None,None,None,None,None,None,None,None,None,None,3,1,2,29,19,66,54,74,74,74,74,74,74,74,74,74,74
Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,dark_urine,abdominal_pain,None,None,None,None,None,None,None,None,None,None,3,1,2,29,34,66,54,74,74,74,74,74,74,74,74,74,74
Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,abdominal_pain,None,None,None,None,None,None,None,None,None,None,3,1,2,29,34,19,54,74,74,74,74,74,74,74,74,74,74
Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,None,None,None,None,None,None,None,None,None,None,3,1,2,29,34,19,66,74,74,74,74,74,74,74,74,74,74
Malaria,chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain,None,None,None,None,None,None,None,None,None,None,5,1,34,38,8,40,101,74,74,74,74,74,74,74,74,74,74
Malaria,chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain,None,None,None,None,None,None,None,None,None,5,1,34,38,8,40,56,101,74,74,74,74,74,74,74,74,74
Malaria,chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain,None,None,None,None,None,None,None,None,None,5,1,34,38,8,40,56,101,74,74,74,74,74,74,74,74,74
Malaria,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain,None,None,None,None,None,None,None,None,None,None,1,34,38,8,40,56,101,74,74,74,74,74,74,74,74,74,74
Malaria,chills,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain,None,None,None,None,None,None,None,None,None,None,5,34,38,8,40,56,101,74,74,74,74,74,74,74,74,74,74
Malaria,chills,vomiting,sweating,headache,nausea,diarrhoea,muscle_pain,None,None,None,None,None,None,None,None,None,None,5,1,38,8,40,56,101,74,74,74,74,74,74,74,74,74,74
Malaria,chills,vomiting,high_fever,headache,nausea,diarrhoea,muscle_pain,None,None,None,None,None,None,None,None,None,None,5,1,34,8,40,56,101,74,74,74,74,74,74,74,74,74,74
Malaria,chills,vomiting,high_fever,sweating,nausea,diarrhoea,muscle_pain,None,None,None,None,None,None,None,None,None,None,5,1,34,38,40,56,101,74,74,74,74,74,74,74,74,74,74
Malaria,chills,vomiting,high_fever,sweating,headache,diarrhoea,muscle_pain,None,None,None,None,None,None,None,None,None,None,5,1,34,38,8,56,101,74,74,74,74,74,74,74,74,74,74
Malaria,chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain,None,None,None,None,None,None,None,None,None,None,5,1,34,38,8,40,101,74,74,74,74,74,74,74,74,74,74
Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body,None,None,None,None,None,None,3,4,2,52,34,8,46,104,100,97,117,74,74,74,74,74,74
Chicken pox,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body,None,None,None,None,None,None,None,4,2,52,34,8,46,104,100,97,117,74,74,74,74,74,74,74
Chicken pox,itching,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body,None,None,None,None,None,None,None,3,2,52,34,8,46,104,100,97,117,74,74,74,74,74,74,74
Chicken pox,itching,skin_rash,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body,None,None,None,None,None,None,None,3,4,52,34,8,46,104,100,97,117,74,74,74,74,74,74,74
Chicken pox,itching,skin_rash,fatigue,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body,None,None,None,None,None,None,None,3,4,2,34,8,46,104,100,97,117,74,74,74,74,74,74,74
Chicken pox,itching,skin_rash,fatigue,lethargy,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body,None,None,None,None,None,None,None,3,4,2,52,8,46,104,100,97,117,74,74,74,74,74,74,74
Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body,None,None,None,None,None,None,None,3,4,2,52,34,46,104,100,97,117,74,74,74,74,74,74,74
Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body,None,None,None,None,None,None,None,3,4,2,52,34,8,104,100,97,117,74,74,74,74,74,74,74
Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,swelled_lymph_nodes,malaise,red_spots_over_body,None,None,None,None,None,None,None,3,4,2,52,34,8,46,100,97,117,74,74,74,74,74,74,74
Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,malaise,red_spots_over_body,None,None,None,None,None,None,None,3,4,2,52,34,8,46,104,97,117,74,74,74,74,74,74,74
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,muscle_pain,red_spots_over_body,None,None,None,None,4,5,6,1,2,34,8,40,46,116,15,101,117,74,74,74,74
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,red_spots_over_body,None,None,None,None,4,5,6,1,2,34,8,40,46,116,15,97,117,74,74,74,74
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,None,None,None,None,4,5,6,1,2,34,8,40,46,116,15,97,101,74,74,74,74
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body,None,None,None,4,5,6,1,2,34,8,40,46,116,15,97,101,117,74,74,74
Dengue,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body,None,None,None,None,5,6,1,2,34,8,40,46,116,15,97,101,117,74,74,74,74
Dengue,skin_rash,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body,None,None,None,None,4,6,1,2,34,8,40,46,116,15,97,101,117,74,74,74,74
Dengue,skin_rash,chills,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body,None,None,None,None,4,5,1,2,34,8,40,46,116,15,97,101,117,74,74,74,74
Dengue,skin_rash,chills,joint_pain,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body,None,None,None,None,4,5,6,2,34,8,40,46,116,15,97,101,117,74,74,74,74
Dengue,skin_rash,chills,joint_pain,vomiting,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body,None,None,None,None,4,5,6,1,34,8,40,46,116,15,97,101,117,74,74,74,74
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body,None,None,None,None,4,5,6,1,2,8,40,46,116,15,97,101,117,74,74,74,74
Typhoid,chills,vomiting,fatigue,high_fever,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain,None,None,None,None,None,None,None,5,1,2,34,40,11,54,56,115,122,74,74,74,74,74,74,74
Typhoid,chills,vomiting,fatigue,high_fever,headache,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain,None,None,None,None,None,None,None,5,1,2,34,8,11,54,56,115,122,74,74,74,74,74,74,74
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain,None,None,None,None,None,None,None,5,1,2,34,8,40,54,56,115,122,74,74,74,74,74,74,74
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,diarrhoea,toxic_look_(typhos),belly_pain,None,None,None,None,None,None,None,5,1,2,34,8,40,11,56,115,122,74,74,74,74,74,74,74
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,toxic_look_(typhos),belly_pain,None,None,None,None,None,None,None,5,1,2,34,8,40,11,54,115,122,74,74,74,74,74,74,74
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,belly_pain,None,None,None,None,None,None,None,5,1,2,34,8,40,11,54,56,122,74,74,74,74,74,74,74
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),None,None,None,None,None,None,None,5,1,2,34,8,40,11,54,56,115,74,74,74,74,74,74,74
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain,None,None,None,None,None,None,5,1,2,34,8,40,11,54,56,115,122,74,74,74,74,74,74
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain,None,None,None,None,None,None,5,1,2,34,8,40,11,54,56,115,122,74,74,74,74,74,74
Typhoid,chills,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain,None,None,None,None,None,None,None,5,2,34,8,40,11,54,56,115,122,74,74,74,74,74,74,74
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,None,None,None,None,None,None,6,1,19,66,40,46,54,56,104,86,101,74,74,74,74,74,74
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,None,None,None,None,None,None,6,1,19,66,40,46,54,56,104,86,101,74,74,74,74,74,74
hepatitis A,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,None,None,None,None,None,None,None,1,19,66,40,46,54,56,104,86,101,74,74,74,74,74,74,74
hepatitis A,joint_pain,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,None,None,None,None,None,None,None,6,19,66,40,46,54,56,104,86,101,74,74,74,74,74,74,74
hepatitis A,joint_pain,vomiting,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,None,None,None,None,None,None,None,6,1,66,40,46,54,56,104,86,101,74,74,74,74,74,74,74
hepatitis A,joint_pain,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,None,None,None,None,None,None,None,6,1,19,40,46,54,56,104,86,101,74,74,74,74,74,74,74
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,None,None,None,None,None,None,None,6,1,19,66,46,54,56,104,86,101,74,74,74,74,74,74,74
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,None,None,None,None,None,None,None,6,1,19,66,40,54,56,104,86,101,74,74,74,74,74,74,74
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,None,None,None,None,None,None,None,6,1,19,66,40,46,56,104,86,101,74,74,74,74,74,74,74
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,mild_fever,yellowing_of_eyes,muscle_pain,None,None,None,None,None,None,None,6,1,19,66,40,46,54,104,86,101,74,74,74,74,74,74,74
Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,None,None,None,None,None,3,2,52,19,66,46,54,103,86,97,118,125,74,74,74,74,74
Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,None,None,None,None,None,3,2,52,19,66,46,54,103,86,97,118,125,74,74,74,74,74
Hepatitis B,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,None,None,None,None,None,None,2,52,19,66,46,54,103,86,97,118,125,74,74,74,74,74,74
Hepatitis B,itching,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,None,None,None,None,None,None,3,52,19,66,46,54,103,86,97,118,125,74,74,74,74,74,74
Hepatitis B,itching,fatigue,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,None,None,None,None,None,None,3,2,19,66,46,54,103,86,97,118,125,74,74,74,74,74,74
Hepatitis B,itching,fatigue,lethargy,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,None,None,None,None,None,None,3,2,52,66,46,54,103,86,97,118,125,74,74,74,74,74,74
Hepatitis B,itching,fatigue,lethargy,yellowish_skin,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,None,None,None,None,None,None,3,2,52,19,46,54,103,86,97,118,125,74,74,74,74,74,74
Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,None,None,None,None,None,None,3,2,52,19,66,54,103,86,97,118,125,74,74,74,74,74,74
Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,None,None,None,None,None,None,3,2,52,19,66,46,103,86,97,118,125,74,74,74,74,74,74
Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,None,None,None,None,None,None,3,2,52,19,66,46,54,86,97,118,125,74,74,74,74,74,74
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,family_history,None,None,None,None,None,None,None,None,None,None,None,None,2,19,40,46,77,74,74,74,74,74,74,74,74,74,74,74,74
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history,None,None,None,None,None,None,None,None,None,None,None,2,19,40,46,86,77,74,74,74,74,74,74,74,74,74,74,74
Hepatitis C,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history,None,None,None,None,None,None,None,None,None,None,None,None,19,40,46,86,77,74,74,74,74,74,74,74,74,74,74,74,74
Hepatitis C,fatigue,nausea,loss_of_appetite,yellowing_of_eyes,family_history,None,None,None,None,None,None,None,None,None,None,None,None,2,40,46,86,77,74,74,74,74,74,74,74,74,74,74,74,74
Hepatitis C,fatigue,yellowish_skin,loss_of_appetite,yellowing_of_eyes,family_history,None,None,None,None,None,None,None,None,None,None,None,None,2,19,46,86,77,74,74,74,74,74,74,74,74,74,74,74,74
Hepatitis C,fatigue,yellowish_skin,nausea,yellowing_of_eyes,family_history,None,None,None,None,None,None,None,None,None,None,None,None,2,19,40,86,77,74,74,74,74,74,74,74,74,74,74,74,74
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,family_history,None,None,None,None,None,None,None,None,None,None,None,None,2,19,40,46,77,74,74,74,74,74,74,74,74,74,74,74,74
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,None,None,None,None,None,None,None,None,None,None,None,None,2,19,40,46,86,74,74,74,74,74,74,74,74,74,74,74,74
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history,None,None,None,None,None,None,None,None,None,None,None,2,19,40,46,86,77,74,74,74,74,74,74,74,74,74,74,74
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history,None,None,None,None,None,None,None,None,None,None,None,2,19,40,46,86,77,74,74,74,74,74,74,74,74,74,74,74
Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,None,None,None,None,None,None,None,None,6,1,2,19,66,40,46,54,86,74,74,74,74,74,74,74,74
Hepatitis D,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,None,None,None,None,None,None,None,None,None,1,2,19,66,40,46,54,86,74,74,74,74,74,74,74,74,74
Hepatitis D,joint_pain,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,None,None,None,None,None,None,None,None,None,6,2,19,66,40,46,54,86,74,74,74,74,74,74,74,74,74
Hepatitis D,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,None,None,None,None,None,None,None,None,None,6,1,19,66,40,46,54,86,74,74,74,74,74,74,74,74,74
Hepatitis D,joint_pain,vomiting,fatigue,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,None,None,None,None,None,None,None,None,None,6,1,2,66,40,46,54,86,74,74,74,74,74,74,74,74,74
